"TIME","GEO","GEO_LABEL","S_ADJ","NACE_R2","SIZECLAS","ISCO08","ISCO08_LABEL","INDIC_EM","Value","Flag and Footnotes"
"2018Q4","NO05","Vestlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO05","Vestlandet (statistical region 2016)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO06","Trøndelag","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO06","Trøndelag","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO06","Trøndelag","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO06","Trøndelag","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NO07","Nord-Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NO07","Nord-Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NO07","Nord-Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NO07","Nord-Norge","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NOZ","Extra-Regio level 1","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NOZ","Extra-Regio level 1","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NOZ","Extra-Regio level 1","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q4","NOZ","Extra-Regio level 1","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q4","NOZZ","Extra-Regio level 2","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q4","NOZZ","Extra-Regio level 2","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q4","NOZZ","Extra-Regio level 2","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
